model,backend,precision,crop_mode,num_crops,crop_factors,dataset_view,num_images,accuracy,fire_precision,fire_recall,fire_f1,fpr,fnr,TP,FP,FN,TN,mean_input_and_metadata_ms,std_input_and_metadata_ms,min_input_and_metadata_ms,max_input_and_metadata_ms,mean_region_validation_ms,std_region_validation_ms,min_region_validation_ms,max_region_validation_ms,mean_crop_extraction_ms,std_crop_extraction_ms,min_crop_extraction_ms,max_crop_extraction_ms,mean_resize_and_preprocess_ms,std_resize_and_preprocess_ms,min_resize_and_preprocess_ms,max_resize_and_preprocess_ms,mean_batch_construction_ms,std_batch_construction_ms,min_batch_construction_ms,max_batch_construction_ms,mean_model_inference_ms,std_model_inference_ms,min_model_inference_ms,max_model_inference_ms,mean_majority_vote_ms,std_majority_vote_ms,min_majority_vote_ms,max_majority_vote_ms,mean_total_ms,std_total_ms,min_total_ms,max_total_ms
resnet50,int8,INT8,crops,1,[1.4142],IAI_original,2592,74.07,96.75,64.7,77.54,4.88,35.3,1160,39,633,760,0.215,0.035,0.188,1.04,0.005,0.002,0.003,0.067,0.032,0.006,0.026,0.145,2.324,1.279,0.844,10.504,1.35,1.159,0.489,9.993,6.153,1.2,5.291,13.645,0.256,0.062,0.199,0.904,10.56,2.895,7.521,24.095
resnet50,int8,INT8,crops,1,[1.4142],IAI_filtered,2289,83.88,96.75,77.85,86.28,4.88,22.15,1160,39,330,760,0.215,0.035,0.188,1.04,0.005,0.002,0.003,0.067,0.032,0.006,0.026,0.145,2.324,1.279,0.844,10.504,1.35,1.159,0.489,9.993,6.153,1.2,5.291,13.645,0.256,0.062,0.199,0.904,10.56,2.895,7.521,24.095
resnet50,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",FireSmoke,6133,98.74,99.57,98.86,99.21,1.72,1.14,4853,21,56,1203,0.258,0.072,0.181,1.877,0.006,0.008,0.003,0.558,0.055,0.017,0.038,0.619,5.241,2.511,2.11,21.943,2.05,1.529,0.795,11.097,10.839,2.774,5.219,24.564,0.317,0.091,0.217,1.135,19.247,5.489,9.45,41.122
resnet50,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",FireSmokeNEW,1987,97.23,96.84,99.1,97.96,6.54,0.9,1318,43,12,614,0.254,0.061,0.187,0.647,0.006,0.008,0.002,0.338,0.055,0.018,0.04,0.408,4.863,2.126,1.883,21.911,1.999,1.439,0.839,11.795,10.689,2.673,5.275,23.83,0.312,0.09,0.216,1.229,18.652,4.94,10.15,39.997
resnet50,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",SmokeFire_unified,8120,98.37,98.97,98.91,98.94,3.40,1.09,6171,64,68,1817,0.257,0.069,0.181,1.877,0.006,0.008,0.002,0.558,0.055,0.017,0.038,0.619,5.149,2.417,1.883,21.943,2.038,1.507,0.795,11.795,10.802,2.749,5.219,24.564,0.316,0.091,0.216,1.229,19.101,5.355,9.450,41.122
resnet50,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",IAI_original,2592,71.8,92.41,64.53,75.99,11.89,35.47,1157,95,636,704,0.218,0.031,0.19,0.983,0.005,0.002,0.003,0.046,0.049,0.01,0.04,0.223,5.136,2.653,1.854,20.306,1.861,1.498,0.779,11.413,9.602,1.767,8.533,19.2,0.251,0.045,0.211,0.98,17.551,4.797,12.495,42.463
resnet50,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",IAI_filtered,2289,81.3,92.41,77.65,84.39,11.89,22.35,1157,95,333,704,0.218,0.031,0.19,0.983,0.005,0.002,0.003,0.046,0.049,0.01,0.04,0.223,5.136,2.653,1.854,20.306,1.861,1.498,0.779,11.413,9.602,1.767,8.533,19.2,0.251,0.045,0.211,0.98,17.551,4.797,12.495,42.463
resnet50,int8,INT8,raw,1,raw,FireSmoke,6133,73.93,99.46,67.79,80.63,1.47,32.21,3328,18,1581,1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,1.024,2.859,9.291,0.954,0.715,0.448,6.152,6.248,1.336,5.28,15.999,0.26,0.062,0.202,1.304,11.972,2.49,9.376,25.954
resnet50,int8,INT8,raw,1,raw,FireSmokeNEW,1987,75.29,98.72,63.91,77.59,1.67,36.09,850,11,480,646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.521,1.145,2.911,12.338,1.042,0.739,0.441,5.72,6.451,1.469,5.331,14.781,0.275,0.092,0.204,2.834,12.549,2.685,9.388,26.077
resnet50,int8,INT8,raw,1,raw,SmokeFire_unified,8120,74.26,99.31,66.97,79.99,1.54,33.03,4178,29,2061,1852,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.324,1.054,2.859,12.338,0.976,0.721,0.441,6.152,6.298,1.369,5.280,15.999,0.264,0.069,0.202,2.834,12.113,2.538,9.376,26.077
resnet50,int8,INT8,raw,1,raw,IAI_original,2592,40.47,95.29,14.67,25.42,1.63,85.33,263,13,1530,786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,1.68,2.872,15.487,1.051,0.839,0.428,5.388,6.159,1.196,5.342,14.175,0.257,0.057,0.201,0.832,11.991,2.922,9.336,27.885
resnet50,int8,INT8,raw,1,raw,IAI_filtered,2289,45.83,95.29,17.65,29.78,1.63,82.35,263,13,1227,786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,1.68,2.872,15.487,1.051,0.839,0.428,5.388,6.159,1.196,5.342,14.175,0.257,0.057,0.201,0.832,11.991,2.922,9.336,27.885
resnet50,pytorch,FP32,crops,1,[1.4142],FireSmoke,6133,98.79,99.69,98.8,99.24,1.23,1.2,4850,15,59,1209,0.217,0.018,0.182,0.432,0.004,0.002,0.002,0.054,0.033,0.006,0.025,0.13,1.785,0.779,0.823,5.232,1.009,0.782,0.478,5.726,25.12,4.036,20.859,109.085,1.397,0.796,1.003,6.507,31.256,4.868,25.508,115.54
resnet50,pytorch,FP32,crops,1,[1.4142],FireSmokeNEW,1987,98.14,98.21,99.02,98.61,3.65,0.98,1317,24,13,633,0.211,0.019,0.184,0.402,0.004,0.001,0.003,0.042,0.032,0.005,0.024,0.098,1.838,0.83,0.795,6.63,1.031,0.802,0.481,5.322,25.359,4.31,21.148,108.515,1.418,0.826,1.039,7.047,31.607,5.058,25.684,113.783
resnet50,pytorch,FP32,crops,1,[1.4142],SmokeFire_unified,8120,98.63,99.37,98.85,99.11,2.07,1.15,6167,39,72,1842,0.216,0.018,0.182,0.432,0.004,0.002,0.002,0.054,0.033,0.006,0.024,0.130,1.798,0.791,0.795,6.630,1.014,0.787,0.478,5.726,25.178,4.103,20.859,109.085,1.402,0.803,1.003,7.047,31.342,4.914,25.508,115.540
resnet50,pytorch,FP32,crops,1,[1.4142],IAI_original,2592,73.84,95.96,64.92,77.45,6.13,35.08,1164,49,629,750,0.22,0.034,0.194,0.97,0.005,0.003,0.003,0.142,0.033,0.006,0.025,0.102,2.107,1.01,0.868,16.246,1.228,1.031,0.487,6.857,35.085,6.388,21.758,105.336,1.54,0.77,1.108,7.807,42.114,7.654,26.823,112.11
resnet50,pytorch,FP32,crops,1,[1.4142],IAI_filtered,2289,83.62,95.96,78.12,86.13,6.13,21.88,1164,49,326,750,0.22,0.034,0.194,0.97,0.005,0.003,0.003,0.142,0.033,0.006,0.025,0.102,2.107,1.01,0.868,16.246,1.228,1.031,0.487,6.857,35.085,6.388,21.758,105.336,1.54,0.77,1.108,7.807,42.114,7.654,26.823,112.11
resnet50,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",FireSmoke,6133,98.63,99.55,98.74,99.14,1.8,1.26,4847,22,62,1202,0.218,0.022,0.192,0.691,0.004,0.002,0.003,0.09,0.05,0.009,0.04,0.37,4.892,2.117,1.905,14.99,1.935,1.471,0.812,10.873,44.95,5.523,39.066,69.588,1.634,0.687,1.2,6.43,55.809,6.817,45.734,80.926
resnet50,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",FireSmokeNEW,1987,97.38,96.99,99.17,98.07,6.24,0.83,1319,41,11,616,0.227,0.024,0.2,0.564,0.004,0.001,0.003,0.044,0.052,0.012,0.042,0.394,4.801,2.024,1.87,13.402,1.996,1.505,0.85,8.786,44.932,5.54,39.064,62.334,1.663,0.741,1.205,6.972,55.792,6.842,45.719,78.673
resnet50,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",SmokeFire_unified,8120,98.33,98.99,98.83,98.91,3.35,1.17,6166,63,73,1818,0.220,0.022,0.192,0.691,0.004,0.002,0.003,0.090,0.050,0.010,0.040,0.394,4.870,2.094,1.870,14.990,1.950,1.479,0.812,10.873,44.946,5.527,39.064,69.588,1.641,0.700,1.200,6.972,55.805,6.823,45.719,80.926
resnet50,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",IAI_original,2592,71.49,91.37,64.92,75.9,13.77,35.08,1164,110,629,689,0.216,0.022,0.188,0.627,0.004,0.001,0.003,0.049,0.048,0.012,0.04,0.426,4.805,2.228,1.868,15.973,1.674,1.291,0.819,10.063,53.958,9.229,43.273,88.688,1.721,0.737,1.213,7.72,64.403,10.473,50.269,101.125
resnet50,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",IAI_filtered,2289,80.95,91.37,78.12,84.23,13.77,21.88,1164,110,326,689,0.216,0.022,0.188,0.627,0.004,0.001,0.003,0.049,0.048,0.012,0.04,0.426,4.805,2.228,1.868,15.973,1.674,1.291,0.819,10.063,53.958,9.229,43.273,88.688,1.721,0.737,1.213,7.72,64.403,10.473,50.269,101.125
resnet50,pytorch,FP32,raw,1,raw,FireSmoke,6133,72.79,99.45,66.37,79.61,1.47,33.63,3258,18,1651,1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.559,0.648,2.919,8.849,0.9,0.675,0.458,5.705,25.935,5.507,21.185,261.394,1.49,0.874,1.076,7.712,33.675,6.251,27.854,274.289
resnet50,pytorch,FP32,raw,1,raw,FireSmokeNEW,1987,73.98,98.22,62.26,76.21,2.28,37.74,828,15,502,642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.437,0.613,2.827,8.475,0.873,0.641,0.452,4.826,25.662,4.659,21.037,105.124,1.482,0.853,1.086,6.603,33.201,5.389,27.318,114.528
resnet50,pytorch,FP32,raw,1,raw,SmokeFire_unified,8120,73.08,99.20,65.49,78.90,1.75,34.51,4086,33,2153,1848,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.529,0.639,2.827,8.849,0.893,0.667,0.452,5.705,25.868,5.299,21.037,261.394,1.488,0.869,1.076,7.712,33.559,6.040,27.318,274.289
resnet50,pytorch,FP32,raw,1,raw,IAI_original,2592,40.97,94.88,15.5,26.65,1.88,84.5,278,15,1515,784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718,2.211,2.911,14.949,1.04,0.787,0.481,5.283,35.246,5.619,21.483,102.545,1.56,0.804,1.111,8.004,44.529,7.375,28.104,113.692
resnet50,pytorch,FP32,raw,1,raw,IAI_filtered,2289,46.4,94.88,18.66,31.18,1.88,81.34,278,15,1212,784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.718,2.211,2.911,14.949,1.04,0.787,0.481,5.283,35.246,5.619,21.483,102.545,1.56,0.804,1.111,8.004,44.529,7.375,28.104,113.692
resnet50,tensorrt,FP16,crops,1,[1.4142],FireSmoke,6133,98.79,99.69,98.8,99.24,1.23,1.2,4850,15,59,1209,0.265,0.073,0.184,2.331,0.006,0.004,0.002,0.218,0.037,0.011,0.024,0.399,2.151,1.031,0.82,14.134,1.213,0.889,0.487,6.754,9.927,2.151,4.823,23.214,0.313,0.083,0.207,1.395,14.163,3.251,7.017,31.686
resnet50,tensorrt,FP16,crops,1,[1.4142],FireSmokeNEW,1987,98.14,98.21,99.02,98.61,3.65,0.98,1317,24,13,633,0.266,0.07,0.176,1.072,0.005,0.002,0.002,0.037,0.039,0.011,0.025,0.147,2.264,1.16,0.835,12.03,1.247,0.896,0.486,4.822,10.102,2.357,4.86,24.017,0.319,0.081,0.21,0.9,14.498,3.503,7.104,31.035
resnet50,tensorrt,FP16,crops,1,[1.4142],SmokeFire_unified,8120,98.63,99.37,98.85,99.11,2.07,1.15,6167,39,72,1842,0.265,0.072,0.176,2.331,0.006,0.004,0.002,0.218,0.037,0.011,0.024,0.399,2.179,1.063,0.820,14.134,1.221,0.891,0.486,6.754,9.970,2.201,4.823,24.017,0.314,0.083,0.207,1.395,14.245,3.313,7.017,31.686
resnet50,tensorrt,FP16,crops,1,[1.4142],IAI_original,2592,73.88,95.96,64.97,77.49,6.13,35.03,1165,49,628,750,0.217,0.041,0.187,1.198,0.005,0.001,0.003,0.041,0.032,0.006,0.024,0.093,2.083,1.065,0.829,16.668,1.181,1.042,0.478,6.234,9.147,1.757,7.978,19.715,0.248,0.041,0.2,0.585,13.14,3.181,10.174,30.537
resnet50,tensorrt,FP16,crops,1,[1.4142],IAI_filtered,2289,83.66,95.96,78.19,86.17,6.13,21.81,1165,49,325,750,0.217,0.041,0.187,1.198,0.005,0.001,0.003,0.041,0.032,0.006,0.024,0.093,2.083,1.065,0.829,16.668,1.181,1.042,0.478,6.234,9.147,1.757,7.978,19.715,0.248,0.041,0.2,0.585,13.14,3.181,10.174,30.537
resnet50,tensorrt,FP16,crops,3,"[1.2247, 1.4142, 2.0]",FireSmoke,6133,98.63,99.55,98.74,99.14,1.8,1.26,4847,22,62,1202,0.249,0.042,0.198,1.377,0.006,0.005,0.003,0.383,0.062,0.018,0.042,0.494,5.282,2.368,2.15,21.01,2.192,1.786,0.834,12.29,19.476,5.866,8.721,36.537,0.33,0.073,0.23,1.277,28.086,7.511,13.184,54.676
resnet50,tensorrt,FP16,crops,3,"[1.2247, 1.4142, 2.0]",FireSmokeNEW,1987,97.38,96.99,99.17,98.07,6.24,0.83,1319,41,11,616,0.249,0.039,0.196,0.716,0.005,0.002,0.003,0.041,0.061,0.019,0.043,0.493,4.966,2.304,2.166,26.706,2.088,1.706,0.826,10.049,19.292,5.954,8.627,40.771,0.335,0.08,0.231,1.839,27.487,7.672,13.213,64.958
resnet50,tensorrt,FP16,crops,3,"[1.2247, 1.4142, 2.0]",SmokeFire_unified,8120,98.33,98.99,98.83,98.91,3.35,1.17,6166,63,73,1818,0.249,0.041,0.196,1.377,0.006,0.004,0.003,0.383,0.062,0.018,0.042,0.494,5.205,2.352,2.150,26.706,2.167,1.766,0.826,12.290,19.431,5.888,8.627,40.771,0.331,0.075,0.230,1.839,27.939,7.550,13.184,64.958
resnet50,tensorrt,FP16,crops,3,"[1.2247, 1.4142, 2.0]",IAI_original,2592,71.45,91.36,64.86,75.86,13.77,35.14,1163,110,630,689,0.215,0.035,0.186,0.988,0.005,0.001,0.003,0.018,0.049,0.009,0.042,0.212,5.336,2.612,1.821,20.085,1.942,1.562,0.786,8.339,17.243,3.937,8.592,38.008,0.306,0.097,0.213,1.598,25.536,6.573,12.806,54.668
resnet50,tensorrt,FP16,crops,3,"[1.2247, 1.4142, 2.0]",IAI_filtered,2289,80.91,91.36,78.05,84.18,13.77,21.95,1163,110,327,689,0.215,0.035,0.186,0.988,0.005,0.001,0.003,0.018,0.049,0.009,0.042,0.212,5.336,2.612,1.821,20.085,1.942,1.562,0.786,8.339,17.243,3.937,8.592,38.008,0.306,0.097,0.213,1.598,25.536,6.573,12.806,54.668
resnet50,tensorrt,FP16,raw,1,raw,FireSmoke,6133,72.74,99.45,66.31,79.56,1.47,33.69,3255,18,1654,1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.402,1.3,2.945,14.506,1.222,0.79,0.482,6.099,11.213,3.082,4.883,24.498,0.351,0.083,0.209,1.27,18.507,4.296,8.959,35.332
resnet50,tensorrt,FP16,raw,1,raw,FireSmokeNEW,1987,73.98,98.22,62.26,76.21,2.28,37.74,828,15,502,642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.274,1.306,2.973,10.536,1.224,0.795,0.479,5.626,10.924,2.751,4.963,22.319,0.352,0.09,0.21,1.083,18.092,3.979,9.413,34.042
resnet50,tensorrt,FP16,raw,1,raw,SmokeFire_unified,8120,73.04,99.20,65.44,78.86,1.75,34.56,4083,33,2156,1848,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.371,1.301,2.945,14.506,1.222,0.791,0.479,6.099,11.142,3.001,4.883,24.498,0.351,0.085,0.209,1.270,18.405,4.218,8.959,35.332
resnet50,tensorrt,FP16,raw,1,raw,IAI_original,2592,40.93,94.86,15.45,26.57,1.88,84.55,277,15,1516,784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.021,1.308,2.883,12.656,1.031,0.834,0.458,5.074,9.186,1.738,8.094,19.348,0.254,0.047,0.203,0.78,14.734,3.087,12.211,31.643
resnet50,tensorrt,FP16,raw,1,raw,IAI_filtered,2289,46.35,94.86,18.59,31.09,1.88,81.41,277,15,1213,784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.021,1.308,2.883,12.656,1.031,0.834,0.458,5.074,9.186,1.738,8.094,19.348,0.254,0.047,0.203,0.78,14.734,3.087,12.211,31.643
vgg16,int8,INT8,crops,1,[1.4142],FireSmoke,6133,98.58,99.47,98.76,99.11,2.12,1.24,4848,26,61,1198,0.235,0.046,0.185,2.429,0.005,0.002,0.003,0.051,0.035,0.01,0.024,0.401,1.965,0.847,0.916,5.807,1.222,1.0,0.533,7.409,12.319,3.109,5.943,31.791,0.283,0.053,0.205,1.065,16.306,4.201,8.233,45.858
vgg16,int8,INT8,crops,1,[1.4142],FireSmokeNEW,1987,97.43,96.99,99.25,98.1,6.24,0.75,1320,41,10,616,0.237,0.035,0.19,0.608,0.006,0.009,0.003,0.378,0.037,0.011,0.025,0.38,1.995,0.947,0.912,8.146,1.198,0.973,0.542,5.511,12.349,3.185,5.959,26.802,0.287,0.069,0.208,2.103,16.356,4.294,8.249,35.855
vgg16,int8,INT8,crops,1,[1.4142],SmokeFire_unified,8120,98.30,98.93,98.86,98.89,3.56,1.14,6168,67,71,1814,0.235,0.043,0.185,2.429,0.005,0.004,0.003,0.378,0.035,0.010,0.024,0.401,1.972,0.871,0.912,8.146,1.216,0.993,0.533,7.409,12.326,3.128,5.943,31.791,0.284,0.057,0.205,2.103,16.318,4.224,8.233,45.858
vgg16,int8,INT8,crops,1,[1.4142],IAI_original,2592,78.78,97.12,71.44,82.33,4.76,28.56,1281,38,512,761,0.217,0.03,0.187,0.699,0.005,0.002,0.003,0.061,0.032,0.013,0.024,0.614,2.259,1.332,0.856,11.201,1.25,1.112,0.478,6.88,12.034,2.739,5.815,27.942,0.245,0.054,0.19,0.97,16.268,4.347,11.641,37.226
vgg16,int8,INT8,crops,1,[1.4142],IAI_filtered,2289,89.21,97.12,85.97,91.21,4.76,14.03,1281,38,209,761,0.217,0.03,0.187,0.699,0.005,0.002,0.003,0.061,0.032,0.013,0.024,0.614,2.259,1.332,0.856,11.201,1.25,1.112,0.478,6.88,12.034,2.739,5.815,27.942,0.245,0.054,0.19,0.97,16.268,4.347,11.641,37.226
vgg16,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",FireSmoke,6133,98.53,99.3,98.86,99.08,2.78,1.14,4853,34,56,1190,0.26,0.056,0.196,3.412,0.005,0.002,0.003,0.073,0.067,0.02,0.042,0.545,5.499,2.532,2.023,21.435,2.362,1.948,0.846,13.916,21.958,6.664,10.453,49.207,0.322,0.065,0.228,1.573,30.978,8.591,14.942,68.607
vgg16,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",FireSmokeNEW,1987,95.82,94.76,99.25,96.95,11.11,0.75,1320,73,10,584,0.265,0.038,0.2,0.914,0.005,0.002,0.003,0.056,0.067,0.017,0.044,0.454,5.213,2.413,2.32,20.365,2.249,1.906,0.906,10.484,22.89,7.427,10.476,49.8,0.328,0.063,0.24,1.342,31.527,8.966,15.144,69.176
vgg16,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",SmokeFire_unified,8120,97.87,98.30,98.94,98.62,5.69,1.06,6173,107,66,1774,0.261,0.052,0.196,3.412,0.005,0.002,0.003,0.073,0.067,0.019,0.042,0.545,5.429,2.503,2.023,21.435,2.334,1.938,0.846,13.916,22.186,6.851,10.453,49.800,0.323,0.065,0.228,1.573,31.112,8.683,14.942,69.176
vgg16,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",IAI_original,2592,77.74,95.24,71.39,81.61,8.01,28.61,1280,64,513,735,0.217,0.032,0.189,0.835,0.005,0.002,0.003,0.057,0.048,0.009,0.04,0.221,5.289,2.712,1.844,19.163,1.842,1.448,0.779,11.128,22.808,5.121,10.388,47.494,0.349,0.08,0.209,0.934,31.001,7.39,14.474,63.706
vgg16,int8,INT8,crops,3,"[1.2247, 1.4142, 2.0]",IAI_filtered,2289,88.03,95.24,85.91,90.33,8.01,14.09,1280,64,210,735,0.217,0.032,0.189,0.835,0.005,0.002,0.003,0.057,0.048,0.009,0.04,0.221,5.289,2.712,1.844,19.163,1.842,1.448,0.779,11.128,22.808,5.121,10.388,47.494,0.349,0.08,0.209,0.934,31.001,7.39,14.474,63.706
vgg16,int8,INT8,raw,1,raw,FireSmoke,6133,67.49,99.29,59.81,74.65,1.72,40.19,2936,21,1973,1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.132,0.862,3.023,17.435,1.229,0.94,0.487,6.563,14.296,4.737,5.984,28.463,0.313,0.055,0.208,1.019,20.264,5.354,10.393,39.656
vgg16,int8,INT8,raw,1,raw,FireSmokeNEW,1987,67.69,93.65,55.49,69.69,7.61,44.51,738,50,592,607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.171,0.919,3.05,9.652,1.162,0.907,0.477,6.156,12.377,3.202,6.124,28.626,0.306,0.083,0.22,3.228,18.3,4.272,10.553,40.89
vgg16,int8,INT8,raw,1,raw,SmokeFire_unified,8120,67.54,98.10,58.89,73.60,3.77,41.11,3674,71,2565,1810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.142,0.876,3.023,17.435,1.213,0.932,0.477,6.563,13.826,4.361,5.984,28.626,0.311,0.062,0.208,3.228,19.783,5.089,10.393,40.890
vgg16,int8,INT8,raw,1,raw,IAI_original,2592,44.17,91.39,21.31,34.55,4.51,78.69,382,36,1411,763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.997,1.251,2.886,13.791,0.997,0.807,0.437,5.157,12.0,2.582,6.02,27.808,0.257,0.061,0.198,1.17,17.495,3.842,10.679,40.587
vgg16,int8,INT8,raw,1,raw,IAI_filtered,2289,50.02,91.39,25.64,40.04,4.51,74.36,382,36,1108,763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.997,1.251,2.886,13.791,0.997,0.807,0.437,5.157,12.0,2.582,6.02,27.808,0.257,0.061,0.198,1.17,17.495,3.842,10.679,40.587
vgg16,pytorch,FP32,crops,1,[1.4142],FireSmoke,6133,98.52,99.45,98.7,99.07,2.21,1.3,4845,27,64,1197,0.281,0.05,0.2,2.07,0.006,0.003,0.003,0.1,0.044,0.012,0.026,0.415,2.583,1.266,0.886,12.919,2.216,1.737,0.566,15.539,42.304,7.474,35.703,298.791,2.108,0.777,1.229,10.103,50.878,9.115,40.905,304.694
vgg16,pytorch,FP32,crops,1,[1.4142],FireSmokeNEW,1987,97.28,96.77,99.25,98.0,6.7,0.75,1320,44,10,613,0.287,0.034,0.201,0.718,0.006,0.001,0.003,0.05,0.046,0.01,0.028,0.172,2.461,1.051,0.965,9.463,2.064,1.535,0.573,7.528,39.415,5.064,35.305,63.745,1.958,0.664,1.12,6.44,47.607,6.264,39.289,73.989
vgg16,pytorch,FP32,crops,1,[1.4142],SmokeFire_unified,8120,98.21,98.86,98.81,98.84,3.77,1.19,6165,71,74,1810,0.282,0.046,0.200,2.070,0.006,0.003,0.003,0.100,0.044,0.012,0.026,0.415,2.553,1.213,0.886,12.919,2.179,1.688,0.566,15.539,41.597,6.884,35.305,298.791,2.071,0.749,1.120,10.103,50.078,8.417,39.289,304.694
vgg16,pytorch,FP32,crops,1,[1.4142],IAI_original,2592,79.48,97.09,72.5,83.01,4.88,27.5,1300,39,493,760,0.216,0.024,0.192,0.642,0.005,0.002,0.002,0.046,0.032,0.005,0.024,0.122,2.076,0.89,0.912,8.233,1.194,0.907,0.49,5.419,51.647,8.781,39.711,93.44,1.669,0.788,1.097,7.371,57.877,9.59,44.114,108.336
vgg16,pytorch,FP32,crops,1,[1.4142],IAI_filtered,2289,90.0,97.09,87.25,91.91,4.88,12.75,1300,39,190,760,0.216,0.024,0.192,0.642,0.005,0.002,0.002,0.046,0.032,0.005,0.024,0.122,2.076,0.89,0.912,8.233,1.194,0.907,0.49,5.419,51.647,8.781,39.711,93.44,1.669,0.788,1.097,7.371,57.877,9.59,44.114,108.336
vgg16,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",FireSmoke,6133,98.43,99.24,98.8,99.02,3.02,1.2,4850,37,59,1187,0.289,0.043,0.205,1.429,0.006,0.003,0.004,0.109,0.076,0.019,0.043,0.56,6.988,3.149,2.257,30.78,3.987,2.591,0.887,23.027,84.478,10.757,73.166,137.808,2.418,0.853,1.25,8.607,99.918,13.413,81.872,173.203
vgg16,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",FireSmokeNEW,1987,96.18,95.24,99.25,97.2,10.05,0.75,1320,66,10,591,0.291,0.038,0.204,0.823,0.006,0.008,0.003,0.321,0.075,0.014,0.042,0.239,5.913,2.818,2.199,16.165,3.276,2.382,0.933,12.289,82.278,6.746,73.639,105.799,2.336,0.781,1.292,7.335,95.821,8.334,82.004,122.855
vgg16,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",SmokeFire_unified,8120,97.88,98.36,98.89,98.63,5.48,1.11,6170,103,69,1778,0.289,0.042,0.204,1.429,0.006,0.004,0.003,0.321,0.076,0.018,0.042,0.560,6.725,3.068,2.199,30.780,3.813,2.540,0.887,23.027,83.940,9.775,73.166,137.808,2.398,0.835,1.250,8.607,98.915,12.170,81.872,173.203
vgg16,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",IAI_original,2592,78.55,95.38,72.5,82.38,7.88,27.5,1300,63,493,736,0.224,0.036,0.198,0.648,0.005,0.001,0.003,0.045,0.051,0.019,0.041,0.438,5.173,2.394,1.837,19.268,2.021,1.687,0.82,9.481,92.042,9.882,74.677,129.997,2.154,0.756,1.301,7.389,103.053,11.078,82.34,142.753
vgg16,pytorch,FP32,crops,3,"[1.2247, 1.4142, 2.0]",IAI_filtered,2289,88.95,95.38,87.25,91.13,7.88,12.75,1300,63,190,736,0.224,0.036,0.198,0.648,0.005,0.001,0.003,0.045,0.051,0.019,0.041,0.438,5.173,2.394,1.837,19.268,2.021,1.687,0.82,9.481,92.042,9.882,74.677,129.997,2.154,0.756,1.301,7.389,103.053,11.078,82.34,142.753
